doc_ID,sentence_id,intervenant,date,context,detect_immigration,detect_démocratie,detect_progrès,detect_égalité,detect_nation,detect_autorité,detect_tradition,detect_prodem,detect_ecologie,detect_tech,detect_ue,detect_soc,detect_travail,immigration_1,immigration_2,immigration_3,immigration_4,démocratie_1,démocratie_2,démocratie_3,démocratie_4,démocratie_5,progrès_1,progrès_2,progrès_3,égalité_1,égalité_2,égalité_3,égalité_4,nation_1,nation_2,nation_3,nation_4,nation_5,nation_6,autorité_1,autorité_2,autorité_3,autorité_4,autorité_5,tradition_1,tradition_2,tradition_3,tradition_4,tradition_5,tradition_6,prodem_1,prodem_2,prodem_3,emotion,theme
1,10,Mauroy,1981-07-08,,non,oui,non,non,non,non,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,non,non,non,positif,na (aucun theme dominant
1,11,Mauroy,1981-07-08,,non,oui,non,non,non,oui,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,non,non,non,positif,responsabilite bien que ce
1,12,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positif,responsabilite - cette declaration
1,13,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,responsabilite commune et historique
1,14,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,na (aucun theme dominant
1,15,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,na (aucun theme dominant
1,16,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,"memoire collective, patrimoine, ident"
1,17,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,patrimoine et memoire collective.
1,18,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,memoire collective ; le
1,19,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,"jeune, education, tradition :"
1,20,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,heritage bien que le
1,21,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,"socialisme, gauche, justice et"
1,22,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,travail cet extrait sem
1,23,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,travail cet extrait de
1,24,Mauroy,1981-07-08,,non,oui,non,non,non,non,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,non,non,non,neutre,na (aucun theme dominant
1,25,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,oui,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,mutations industrielles et technologiques
1,26,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,27,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,oui,non,non,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,négatif,economie cet extrait de
1,28,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,oui,non,non,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,29,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,progress (progres) the extract
1,30,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,le theme dominant dans
1,31,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,na (aucun theme dominant
1,32,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,oui,oui,,,,,,,,,,,,,,,neutre,laicite bien que le
1,33,Mauroy,1981-07-08,,non,non,non,non,oui,oui,oui,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,oui,oui,non,non,non,non,non,oui,non,non,non,non,non,,,,neutre,unite nationale cet extrait
1,34,Mauroy,1981-07-08,,non,oui,non,non,oui,oui,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,,,,,,,,non,non,non,non,non,non,non,non,non,non,non,,,,,,,non,non,non,neutre,politique generale; na (le
1,35,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,gouvernance / unite nationale
1,36,Mauroy,1981-07-08,,non,oui,non,non,oui,oui,oui,oui,non,non,non,non,oui,,,,,non,non,non,non,non,,,,,,,,non,non,non,non,non,oui,non,non,non,non,non,oui,non,non,non,non,non,non,non,non,positif,travail cet extrait de
1,37,Mauroy,1981-07-08,,non,oui,non,non,oui,non,oui,oui,non,non,non,non,oui,,,,,non,non,non,non,non,,,,,,,,non,non,non,non,non,oui,,,,,,oui,non,non,non,non,non,non,non,non,positif,travail cet extrait sem
1,38,Mauroy,1981-07-08,,non,oui,non,non,oui,non,oui,oui,non,non,non,non,oui,,,,,non,non,non,non,non,,,,,,,,non,non,non,non,non,oui,,,,,,oui,non,non,non,non,non,non,non,non,positif,laicite et fraternite
1,39,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,oui,,,,,,,,,,,,,,,positif,"fraternite, unite cet"
1,40,Mauroy,1981-07-08,,non,non,oui,non,oui,non,non,non,non,non,non,non,oui,,,,,,,,,,non,non,non,,,,,non,non,non,non,non,oui,,,,,,,,,,,,,,,neutre,politique / unite francaise
1,41,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,positif,politique/unite francaise
1,42,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,positif,na (aucun theme dominant
1,43,Mauroy,1981-07-08,,non,oui,non,non,oui,non,oui,oui,non,non,non,non,non,,,,,non,non,non,non,non,,,,,,,,non,non,non,non,non,oui,,,,,,oui,non,non,non,non,non,non,non,non,positif,citoyennete et identite nationale
1,44,Mauroy,1981-07-08,,non,oui,non,non,oui,non,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,,,,,,,,non,non,non,non,non,oui,,,,,,,,,,,,non,non,non,neutre,liberte
1,45,Mauroy,1981-07-08,,non,oui,oui,non,non,non,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,non,non,non,négatif,"international, developpement cet"
1,46,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,négatif,international/mondialisation bien
1,47,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,"dependance economique, sous-d"
1,48,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,oui,non,,,,,,,,,,,,,,,négatif,"justice sociale, ou plus"
1,49,Mauroy,1981-07-08,,non,non,oui,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,non,non,non,non,oui,non,,,,,,,,,,,,,,,positif,developpement international et mondialisation
1,50,Mauroy,1981-07-08,,non,non,oui,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,positif,international/mondialisation
1,51,Mauroy,1981-07-08,,non,non,oui,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,positif,international/cooperation : cet extrait
1,52,Mauroy,1981-07-08,,oui,non,non,non,oui,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,positif,"solidarite, immigration, liberte"
1,53,Mauroy,1981-07-08,,oui,non,oui,oui,non,non,non,non,non,non,non,oui,non,non,non,non,non,,,,,,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,positif,solidarite (incluant les th
1,54,Mauroy,1981-07-08,,oui,non,non,oui,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,non,non,non,non,,,,,,,,,,,,,,,,,,,,,neutre,solidarite (sous-theme
1,55,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,justice
1,56,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,positif,gauche/civilisation/projet
1,57,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,politique generale bien que
1,58,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,positif,politique generale / projet
1,59,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,politique generale explication :
1,60,Mauroy,1981-07-08,,non,non,oui,non,oui,non,non,non,non,non,non,oui,non,,,,,,,,,,non,non,non,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,positif,socialisme; gauche; injustice;
1,61,Mauroy,1981-07-08,,non,non,oui,non,oui,non,non,non,non,non,non,oui,oui,,,,,,,,,,non,non,non,,,,,non,non,non,non,non,oui,,,,,,,,,,,,,,,neutre,theme : politique economique
1,62,Mauroy,1981-07-08,,non,non,non,oui,oui,non,non,non,non,non,non,oui,non,,,,,,,,,,,,,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,positif,justice
1,63,Mauroy,1981-07-08,,non,non,oui,oui,oui,non,non,non,non,non,non,oui,oui,,,,,,,,,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,positif,justice
1,64,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,oui,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,justice sociale
1,65,Mauroy,1981-07-08,,non,oui,oui,non,non,non,non,oui,non,non,non,non,oui,,,,,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,non,non,non,neutre,solidarite le discours met
1,66,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,négatif,travail
1,67,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,oui,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,travail cet extrait de
1,68,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,travail
1,69,Mauroy,1981-07-08,,non,oui,non,non,non,non,non,oui,non,non,non,non,oui,,,,,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,non,non,non,négatif,democratie cet extrait
1,70,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,négatif,travail cet extrait de
1,71,Mauroy,1981-07-08,,non,oui,non,non,oui,non,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,non,non,non,neutre,"democratie, parce que l'"
1,72,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,emancipation personnelle et resil
1,73,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie cet extrait sem
1,74,Mauroy,1981-07-08,,non,oui,non,non,non,non,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,non,non,non,neutre,politique generationnelle et releve
1,75,Mauroy,1981-07-08,,non,oui,non,non,non,non,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,non,non,non,neutre,"generation, vitalite bien"
1,76,Mauroy,1981-07-08,,non,oui,oui,non,oui,oui,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,non,non,non,,,,,non,non,non,non,non,non,non,non,non,non,non,,,,,,,non,non,non,positif,politique generationnelle bien
1,77,Mauroy,1981-07-08,,non,non,oui,non,oui,oui,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,non,non,non,non,non,oui,non,non,non,non,non,,,,,,,,,,neutre,la france que nous
1,78,Mauroy,1981-07-08,,non,oui,oui,oui,oui,oui,non,oui,non,non,non,oui,oui,,,,,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,oui,non,non,oui,non,non,,,,,,,non,non,non,positif,"solidarite, justice sociale, dign"
1,79,Mauroy,1981-07-08,,non,oui,oui,non,oui,non,non,oui,non,non,non,oui,oui,,,,,non,non,non,non,non,non,non,non,,,,,non,non,non,non,non,oui,,,,,,,,,,,,non,non,non,neutre,travail cet extrait de
1,80,Mauroy,1981-07-08,,non,oui,oui,non,oui,oui,non,oui,non,non,non,oui,oui,,,,,non,non,non,non,non,non,non,non,,,,,non,non,non,non,non,oui,non,non,non,non,non,,,,,,,non,non,non,neutre,economie cet extrait de
1,81,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie
1,82,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,négatif,emploi le theme dominant
1,83,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,négatif,emploi cet extrait de
1,84,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,non,non,non,non,oui,non,,,,,,,,,,,,,,,négatif,emploi
1,85,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,emploi ou travail c
1,86,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,emploi le discours semble
1,87,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,emploi les mots <<
1,88,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,economie
1,89,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,economie cet extrait sem
1,90,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,economie cet extrait sem
1,91,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,economie cet extrait de
1,92,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,négatif,economie cet extrait de
1,93,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,economie cet extrait sem
1,94,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,economie
1,95,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,96,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,economie
1,97,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,98,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie
1,99,Mauroy,1981-07-08,,non,oui,oui,non,non,non,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,non,non,non,neutre,economie
1,100,Mauroy,1981-07-08,,non,oui,oui,non,non,non,non,oui,non,non,non,oui,non,,,,,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,non,non,non,neutre,economie
1,101,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,oui,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,102,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,oui,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,emploi
1,103,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,oui,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,emploi
1,104,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,economie
1,105,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,economie cet extrait de
1,106,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,négatif,economie
1,107,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,oui,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,emploi le theme dominant
1,108,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,emploi ce discours met
1,109,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,oui,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,emploi l'extrait de
1,110,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,oui,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,111,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,oui,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,112,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,oui,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,travail
1,113,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,emploi le theme dominant
1,114,Mauroy,1981-07-08,,non,oui,non,non,non,non,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,non,non,non,neutre,na (aucun theme dominant
1,115,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie
1,116,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie
1,117,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie
1,118,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,119,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,120,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,121,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie le discours de
1,122,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,123,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,oui,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,emploi le theme dominant
1,124,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,oui,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,emploi cet extrait de
1,125,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,oui,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,travail
1,126,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,oui,oui,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,travail
1,127,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,travail
1,128,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,oui,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,travail cet extrait de
1,129,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,oui,oui,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,travail le discours de
1,130,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,oui,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,travail le theme dominant
